Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	R:\K\Kutichim\211221\62_Slot1-54_1_2674.d	R:\K\Kutichim\211221\62_Slot1-54_1_2714.d	R:\K\Kutichim\211221\63_Slot1-42_1_2676.d	R:\K\Kutichim\211221\63_Slot1-42_1_2716.d	R:\K\Kutichim\211221\64_Slot1-38_1_2678.d	R:\K\Kutichim\211221\64_Slot1-38_1_2718.d	R:\K\Kutichim\211221\65_Slot1-49_1_2680.d	R:\K\Kutichim\211221\65_Slot1-49_1_2720.d	R:\K\Kutichim\211221\66_Slot1-44_1_2682.d	R:\K\Kutichim\211221\66_Slot1-44_1_2722.d	R:\K\Kutichim\211221\67_Slot1-40_1_2684.d	R:\K\Kutichim\211221\67_Slot1-40_1_2724.d	R:\K\Kutichim\211221\68_Slot1-27_1_2686.d	R:\K\Kutichim\211221\68_Slot1-27_1_2726.d	R:\K\Kutichim\211221\69_Slot1-52_1_2688.d	R:\K\Kutichim\211221\69_Slot1-52_1_2728.d	R:\K\Kutichim\211221\70_Slot1-43_1_2690.d	R:\K\Kutichim\211221\70_Slot1-43_1_2730.d	R:\K\Kutichim\211221\71_Slot1-46_1_2692.d	R:\K\Kutichim\211221\71_Slot1-46_1_2732.d	R:\K\Kutichim\211221\72_Slot1-22_1_2694.d	R:\K\Kutichim\211221\72_Slot1-22_1_2734.d	R:\K\Kutichim\211221\73_Slot1-53_1_2696.d	R:\K\Kutichim\211221\73_Slot1-53_1_2736.d	R:\K\Kutichim\211221\74_Slot1-41_1_2698.d	R:\K\Kutichim\211221\74_Slot1-41_1_2738.d	R:\K\Kutichim\211221\75_Slot1-48_1_2700.d	R:\K\Kutichim\211221\75_Slot1-48_1_2740.d	R:\K\Kutichim\211221\76_Slot1-47_1_2702.d	R:\K\Kutichim\211221\76_Slot1-47_1_2742.d	R:\K\Kutichim\211221\77_Slot1-51_1_2704.d	R:\K\Kutichim\211221\77_Slot1-51_1_2744.d	R:\K\Kutichim\211221\78_Slot1-45_1_2706.d	R:\K\Kutichim\211221\78_Slot1-45_1_2746.d	R:\K\Kutichim\211221\79_Slot1-50_1_2708.d	R:\K\Kutichim\211221\79_Slot1-50_1_2748.d	R:\K\Kutichim\211221\80_Slot1-39_1_2710.d	R:\K\Kutichim\211221\80_Slot1-39_1_2750.d	R:\K\Kutichim\211221\81_Slot1-23_1_2712.d	R:\K\Kutichim\211221\81_Slot1-23_1_2752.d
Q3SY69	Q3SY69	AL1L2_HUMAN	ALDH1L2	Mitochondrial 10-formyltetrahydrofolate dehydrogenase	1677.45	1152.35	1447.9	1249.86	2906.81	3893.07	4194.92		2206.78	3030.94	1746.27	2331.63	1185.02	1279.14	990.647	1266.46	649.756	787.97	340.014	447.321	3256.36	2989.58	2375.75	2734.47	10753.1	10785	3504.79	2449.31	3919.09	2612.52	1167.28	959.049	2974.45	929.116	2317.98					
Q3YEC7	Q3YEC7	RABL6_HUMAN	RABL6	Rab-like protein 6	6041.98	1597.9	4404.55		1845.55	5970.32			6243.15	6622.75	2462.89		8396.89	6453.38	5500.49	5337.16	1660.77	2244.18	2412.36	2646.78	6083.84	8390.62	2179.87	5436.81			4033.35	7091.71	5250.95	4295.34	2588.32		2478.88	5400.01	2651.5	3262.56	3581.12	4235.68		
Q3ZCM7	A6NNZ2;Q3ZCM7	TBB8_HUMAN	TUBB8	Tubulin beta-8 chain	3681.77		4512.98	1498.61		1393.75			6612.43					9131.52	7421.59		3379.61		4319.11	7064.82			3129.55	3071.38			13431.7		2387.5			4522.38	11174.9	8380.64	9961.24	1167.04	2026.01		3483.21	2083.8
Q3ZCW2	Q3ZCW2	LEGL_HUMAN	LGALSL	Galectin-related protein					1461.74	2960.12				2896.94								2156.34					1972.09	3010.4			2373.47						2604.42							
Q49A26	Q49A26	GLYR1_HUMAN	GLYR1	Putative oxidoreductase GLYR1									239.041	237.072			453.33	474.283	383.053	407.4			99.3477	180.024	463.988	434.14					224.793	240.776					267.525	381.353		597.826				
Q4G0F5	Q4G0F5	VP26B_HUMAN	VPS26B	Vacuolar protein sorting-associated protein 26B	1905.62	1547.32	2570.34	2073.19	2118.79	2611.8			2979.88	3713.98	2355.84	2503.7		1948.04	2858.06	2508.86	637.121	1348.59	1381.71		2056.13	3962.41	3134.68	3817.15		954.803	2593.53	3754.27	2354.68	2584.28	3492.89	3703.46	4378.86	4053.12	3578.07	3829.54	833.127	1459.75		1337.43
Q4G0N4	Q4G0N4	NAKD2_HUMAN	NADK2	NAD kinase 2, mitochondrial	719.909	439.502	1488.18	972.787	906.085	1813.67	2358.95		1375.93	1639.47	2085.32	1918.96	1867.72	1632.64	2073.02	2190.21	1580.85	2045.12			1482.03	1506.06	1628.78	2448.35			2221.03	2406.16	1296.52	2507.55	4756.74	3920.78	2181.21	2367.01	1785.61	1764.45			1520.66	1356.07
Q4G176	Q4G176	ACSF3_HUMAN	ACSF3	Malonate--CoA ligase ACSF3, mitochondrial			1861.23		361.517	568.689			1361.94	1743.55	1727.45	1657.85	822.876		1817.48	3151.99	694.541				709.631	157.875	1319.62	1285.94			716.133	1042.68			1280.43	931.721		526.204	3931.72	4233.35	788.385			
Q4KMQ2	Q4KMQ2	ANO6_HUMAN	ANO6	Anoctamin-6	1286.94		1483.32		2315.2	1220.91			1913.74	1409.79	2111.32	1443.92	2055.94	2064.47	1825.11	904.373	2797.48	2898.4	1079.82	1202.77	2032.51	1552.24	1541.17	1519.09			2262.86	2582.6	1763.58	1503.06	1338.81	2088.47	1399	1605.93	1066.8	1671.55	2389.69	2366.85	1592.96	2344.63
Q4L180	Q4L180	FIL1L_HUMAN	FILIP1L	Filamin A-interacting protein 1-like	1569.34	924.31						1415.55	877.284	616.058							1027.22				1493.99	1183.41	1240.12	1214.16			1127.04	1166.69		1188.33			1118.49	2041.92	1317.25	2214.31				
Q4VC31	Q4VC31	MIX23_HUMAN	MIX23	Protein MIX23			1562.92	848.746					1073.91	632.265	1101.71	1090.45	911.468	821.346	1606.9	1574.96	629.34	1472.46	3076.17	2952.07	1813.95	1597.89						719.828		615.054		1120.08	1020.85	1130.89	2230.75	1743.92	737.341		442.737	402.193
Q4ZHG4	Q4ZHG4	FNDC1_HUMAN	FNDC1	Fibronectin type III domain-containing protein 1	1847.01	1749.55	2105.69		1479.01	1793.92	3749.78		1555.1	1334.09	697.965		950.671	5900.65	2284.67	2040.27	5580.92	5873.15	2174.02	2697.05	1352.53	1384.49	1490.89	2065.74			1003.51		1596.01	2371.86	2024.92	1859.3	1396.45	1642.51	2052.83	2575.8	1153.45	1703.48	2169.47	2030.6
Q52LJ0	Q52LJ0	FA98B_HUMAN	FAM98B	Protein FAM98B	558.212			1354.43	1570.35	1103.72			1447.41	1183.79	1386.3	1472.72	3016.97	1585.26	952.046	1206.36	529.053	816.138	909.583		1502.08	3042.26	1979.04	1489.55			1834.63	2206.26					1334.1	1250.04	929.034	1291.91				
Q53GG5	Q53GG5	PDLI3_HUMAN	PDLIM3	PDZ and LIM domain protein 3	35536.5	39108.5	27259.7	33030.1	29490.8	35769.6	47224.6	47682.8	22200	28173.9	10937.4	12834.4	14272.9	19189.7	9526.3	10908.8	11421.7	10502.2	4423.24	4891.78	34775.7	35906.1	32195.1	28231.1	115521	74179.4	30674.7	28617.5	34716	28581.3	20891	17028.8	46368.6	37479.3	38976.9	34981.1	9688.52	9370.83	8031.42	9081.72
Q53GQ0	Q53GQ0	DHB12_HUMAN	HSD17B12	Very-long-chain 3-oxoacyl-CoA reductase	8746.89	6597.46	5545.58	4827.42	12102.7	16015.2	6811.23	2348.61	11946.2	8095.82	4932.67	7312.66	13726.7	11386.5	7757.79	8513.63	19812.3	16028.8	7112.31	6145.94	8175.35	6893.77	12077.2	13169.5			9826.65	9383.39	12995.9	13755.4	5587.56	6112.05	7538.04	14218.1	9871.18	11639.8	9776.22	10889.1	6309.32	8528.15
Q53H82	Q53H82	LACB2_HUMAN	LACTB2	Endoribonuclease LACTB2			1249.87	1858.26	680.619	1443.28			1211.2	1744.82	1329.75	1058.97	1252.02	856.903		1261	1249.79				1025.66	1396.58	1219.93	1128.75			1567.99	1414.8			2100.96		1111.93	668.26		403.613	750.933	846.53	1279.99	
Q53HV7	Q53HV7	SMUG1_HUMAN	SMUG1	Single-strand selective monofunctional uracil DNA glycosylase									416.069		491.159		388.679	486.22							915.346	768.911	613.359	1229.57			997.397	623.541	906.285		555.797	456.57								
Q53T59	Q53T59	H1BP3_HUMAN	HS1BP3	HCLS1-binding protein 3			2551.91		2036.3				1631.02	2833.72	1417.94	2142.56	1861.64	2032.29	1957.64	1436.96		1195.05		2311.36	1682.52	1419.57	1990.23	1796.02			2419.8	1661.4	1626.22	1323.76	1624.22	1851.3	1539.29	1206.47		1763.85			3127.91	
Q53TN4	Q53TN4	CYBR1_HUMAN	CYBRD1	Plasma membrane ascorbate-dependent reductase CYBRD1																									17958.3	21047.7														
Q562E7	Q562E7	WDR81_HUMAN	WDR81	WD repeat-containing protein 81	371.799				1275.16	966.732			827.268	584.636				354.441	628.282	728.524					660.369	957.022	542.736	881.011			631.775	712.245		466.602			395.985	668.366	463.146	665.278	338.408	625.874		
Q562R1	Q562R1	ACTBL_HUMAN	ACTBL2	Beta-actin-like protein 2	39495.5	71102.4	33528.1	35593.3	49844.3	66245.3	70962.1	104960	39379.9	31290.8	29017.7	41011.1	28703.1	33836	42543	42485	43341.7	62726.1	21986.1	25529.6	32412.8	37763.7	38254.2	49750.7	45445.1	118209	40696.9	49277.8	63771.8	75821.8	52331.4	61920.6	36164.3	51868.6	36953.2	43191.3	76107.4	69859.8	49996.3	56216.5
Q567U6	Q567U6	CCD93_HUMAN	CCDC93	Coiled-coil domain-containing protein 93					3026.83	1526.29			2189.63	1801.81	2512.5				1842.24	2212.47					2649.71	2895.81		3375.96			2401.49	2271.25					2139.01	2198.86						
Q56VL3	Q56VL3	OCAD2_HUMAN	OCIAD2	OCIA domain-containing protein 2													1192.74	958.847									538.332	306.594																
Q58FF8	Q58FF8	H90B2_HUMAN	HSP90AB2P	Putative heat shock protein HSP 90-beta 2	4737.78	3153.01	2575.96	1204.98	11691.6	13362			8578.84	9269.54	858.223		11706.1	14766.4	6023.33	7139.93	6524.06	9104.62	6213.94	6690.37	7652.37	6533.09	8067.65	7676.03			4560.26	4771.35	11307.5	10223.4	1196.01	1459.99	10275.3	12289.5	6934.69	6275.29	6149.5	8476.83	2723.18	3232.88
Q5D862	Q5D862	FILA2_HUMAN	FLG2	Filaggrin-2		803.349	764.71	1164.89	236.757				1050.49	1429.13					533.038	795.453	3074.45	2552.28	1105.19	1092.21	519.601	473.871		497.51			1106.68	990.294			1270.58	1418.48	956.917	516.533	1237.18	2205.59		740.375		469.305
Q5EBL4	Q5EBL4	RIPL1_HUMAN	RILPL1	RILP-like protein 1	3861.63		2137.08	1995.99	3519.21	3652.68	4470.84	1786.81	3721.82	1303.65	1325.25		1190.1		3235.2	2835.93	3764.82	1397.25	2979.58	1944.67	3017.66	1869.6	2100.07	1719.02			1692.43	1855.8	3978.07	3728.96	2346.22	983.35	1004.86	3405.71	1327.29	1690.31		2006.71	2215.06	3909.62
Q5EBM0	Q5EBM0	CMPK2_HUMAN	CMPK2	UMP-CMP kinase 2, mitochondrial	3134.39		1783.27							777.911					1808.83	1008.61					288.968								1827.71	2619.64	3446.85	3257.95	2367.25	3298.38	3204.84	3820.35	989.211			
Q5GJ75	Q5GJ75	TP8L3_HUMAN	TNFAIP8L3	Tumor necrosis factor alpha-induced protein 8-like protein 3		304.352				478.124			509.373						437.786	360.138						540.516	389.518	706.384				499.983						407.872			333.634			654.656
Q5GLZ8	Q5GLZ8	HERC4_HUMAN	HERC4	Probable E3 ubiquitin-protein ligase HERC4			1445.8		1265.36				2796.32	1307.11	3848.7	3791.99	2442.82	2490.08	2911.48	2120.37		664.462	2851.14	2099.04	3013.83	3160.35	2398.32	2236.14			2564.16	2728.41	1041.8	1118.9	2262.36		2147.86	1639.18	3472.38	3561.24	917.756			
Q5H9L2;Q969E4	Q6IPX3;Q5H9L2;Q969E4	TCAL3_HUMAN;TCAL5_HUMAN	TCEAL3;TCEAL5	Transcription elongation factor A protein-like 5	1426.72	1091.58	2196.64	2347.91	1495.65	1762.72		1823.48	2143.6	2960.1	868.499	899.986	1307.86	1560.82	2666.29	3254.5	2847.52	2891.1	1429.54		2792.85	2893.86	1753.41	2124			2790.54	2437	1696.81	2051.25	694.111	625.894	2467.84	2346.36	2713.67		1514.55		1168.63	1085.49
Q5JRX3	Q5JRX3	PREP_HUMAN	PITRM1	Presequence protease, mitochondrial	2156.57	1770.05	1664.44	405.826	2959.1	2264.26			1519.49	2223.99	1796.32	1381.48	3415.99	3524.4	1314	1421.22	1831.03	1969.05	2278.33	1598.49	2236.88	1900.42	1775.75	3013.5			2075.06	2944.8	1539.27	1350.79	1891.5		2816.66	1404.84	2187.02	1881.91	2171.97	1628.08		
Q5JS54	Q5JS54	PSMG4_HUMAN	PSMG4	Proteasome assembly chaperone 4			1060.28		1264.37	954.356						205.052	378.715								696.892			842.615			567.285	660.477												
Q5JSH3	Q5JSH3	WDR44_HUMAN	WDR44	WD repeat-containing protein 44	515.653				792.382	616.352			781.565	980.244						672.397	713.103	689.479			835.042	708.094	833.814	638.642					989.519				482.899	1152.92		673.668	592.574			797.517
Q5JTH9	Q5JTH9	RRP12_HUMAN	RRP12	RRP12-like protein					937.898								478.099	363.214								237.234	292.684																	
Q5JTV8	Q5JTV8	TOIP1_HUMAN	TOR1AIP1	Torsin-1A-interacting protein 1	3132.41	2316.27	3324.08	2480.01	4135.52	4206.21	7088.84	10564.2	4635.68	5654.97	3510.57	3201.81	3750.62	4088.32	4968.48	5799.41	7360.84	6761.08	16624.5	2942.78	5144.48	4003.81	4724.67	4173.94			3924.69	4702.87	3196.76	4624.02	3881.27	4370.5	4654.2	3789.3	3668.64	5085.71	5660.04	5921.02	4043.4	5107.71
Q5JUX0;Q9Y657	Q5JUX0;Q9Y657	SPIN1_HUMAN;SPIN3_HUMAN	SPIN1;SPIN3	Spindlin-3	576.962					543.421			679.535	902.277						573.284	1146.4	1502.4			662.564	596.912		895.987			557.618	810.625	515.866	561.088	664.711		903.046	1205.92	538.4		543.072			
Q5M775	Q5M775	CYTSB_HUMAN	SPECC1	Cytospin-B	2291.54				3337.05	3142.21			2754.03	3690.11					1592.33	2923.24					4070	4602.54	4263.4	4880.68			2892.72	6362.96	4152.63		3402.68	3767.99	6742.59	6007.62	4723	3506.98				
Q5NDL2	Q5NDL2	EOGT_HUMAN	EOGT	EGF domain-specific O-linked N-acetylglucosamine transferase	1033.45	1156.99		1640.6		1330.78			969.161	1652.04	509.898	788.917		1291.78	1065.36	1180.7	2802.99	2318.29			1139.09	1199.85	1352.29				895.896	674.762	1616.48	3069.09	1396.86	1060.52	1426.47	2235.29	1153.23	1204.9	2527.6	4219.59	1743.51	2499.06
Q5PRF9	Q5PRF9	SMAG2_HUMAN	SAMD4B	Protein Smaug homolog 2	584.292				583.662	574.907			301.384												516.943	420.022	632.38	343.305			345.547				338.112									
Q5QJ74	Q5QJ74	TBCEL_HUMAN	TBCEL	Tubulin-specific chaperone cofactor E-like protein	1983.44		2297.43	2963.31	2079.1	4130.46	8769.56		2040.05	2482.27	1517.46	2202.82	2470.15	1976.56				1652.39			1820.94	2926.4	3655.15	2941.21			2223.98	2160.76		2155.86	2502.55	3213.17	1987.47	3032.5	1593.46	2500.85		1467.42		1578.96
Q5R3I4	Q5R3I4	TTC38_HUMAN	TTC38	Tetratricopeptide repeat protein 38	504.066		1813.34	2111.25	1356.77	1974.71		1783.08	1075.51	827.419	953.889		1321.25	1109.57	1135.76	1037.79	926.219	1850.08	1217.64	1529.86	804.766	930.528	640.918	1191.34			1022.61	1667.49	1140.46	1451.59	2864.25	1826.72	1857.56	895.024	1512.18	1319.49	637.728		1344.71	
Q5SRE7	Q5SRE7	PHYD1_HUMAN	PHYHD1	Phytanoyl-CoA dioxygenase domain-containing protein 1					1245.42				1069.36	428.821						541.511	520.958	617.653			994.086	582.203	940.394	1016.24				705.054	973.495		683.292		945.226	952.906	566.032		727.053			1233.29
Q5SSJ5	Q5SSJ5	HP1B3_HUMAN	HP1BP3	Heterochromatin protein 1-binding protein 3	777.342				2532.75	2211.51			3745.91	2324.23	1551.45		3202.26	2523.55	1854.18	2132.24	1206.78	856.105	1084.26	598.692	3664.75	3065.47	1522.85	2638.53	2841.59		1680.11	1280.09	1633.77	1483.18			2453.74	2684.39	1399.85	1689.96	1183.51	1505.19		1415.04
Q5T1M5	Q5T1M5	FKB15_HUMAN	FKBP15	FK506-binding protein 15	377.08				1466.68	1420.14	628.749		1210.31	1425.23			672.717	596.671	1340.59	1677.43		306.137	1406.63	993.482	998.535	1361.42	1284.46	908.902			825.414	1226.5	713.337	1536.12	1253.81		1071.74	1143.33	1558.52	1537.45	1411.05	556.523		
Q5T447	Q5T447	HECD3_HUMAN	HECTD3	E3 ubiquitin-protein ligase HECTD3	2334.86				2638.75	2017.58			1472.07	1264.78	1183.49		2529.1	2273.63	1794.44	1277.38					2592.17	2501.36	1777.17	2562.75			1799.97	2243.86	1899.49	2111.62	1240.53	1225.38	2065.35	1563.02	1587.49	1529.75				
Q5T4S7	Q5T4S7	UBR4_HUMAN	UBR4	E3 ubiquitin-protein ligase UBR4	1366.48				1537.8	1595.03			1095.6	1990.5			1302.99	1568.38	1010.99	969.307		578.71			1554.89	1579.67	1418.32	1461.3			1628.84	1806.25	1371.48	966.435			1012.34	1437.87	1249.72	1175.01	2332.72	883.748		
Q5T6V5	Q5T6V5	QSPP_HUMAN	C9orf64	Queuosine salvage protein			1718.06						1594.01	1497.65	1299.13	1279.2			843.26	630.076	957.877	696.746	779.626	563.403	940.181	569.216	1021.86				1724.08	996.41			1641.39		496.688			1237.56				538.489
Q5TD97	Q5TD97	FHL5_HUMAN	FHL5	Four and a half LIM domains protein 5	501.773								369.821	897.296	1535.11	435.412	397.815								925.201	1615.95	1300.72	1417.74			1584.96	1247.61			1131.64		2842.75	1350.04	1453.71	2670.17			241.868	
Q5TDH0	Q5TDH0	DDI2_HUMAN	DDI2	Protein DDI1 homolog 2	1574.03	1674.23	2971.14	2389.7	1977.51	2346.2	4893.43	4064.98	1489.9	1293.88	2239.49	2586.86	1923.35	2191.29	1566.27	1693.93	1077.31	1067.89	1174.27	1736.5	2043.43	2338.36	1964.06	2278.44			1565.25	1825.73	1437.59	1349.16	2229.93	2005.19	1290.04	1480.35	1523.9	1317.65	1600.97		1830.55	1488.19
Q5TEC6	Q5TEC6	H3PS2_HUMAN	H3-2	Histone HIST2H3PS2	2457.9	1354.17		3101.31	3768.59	4237.78	20325.9		5212.6	4018.24	7308.75	4792.03	14185.8	9056.02	8995.44	7642.48	2502.48	3270.27	3460.75		7351.43	6014.34	6626.53	6048.6				3757.65	3869.71	2376.58	7795.56	7337.08			2920.08		4878.46	3704.41	3949.11	
Q5TEJ8	Q5TEJ8	THMS2_HUMAN	THEMIS2	Protein THEMIS2			1477.03	1407.97	1357.9	1391.59			1301.74	1476.82	947.826	1009.42		994.003	1116.63	828.541			1521.67		380.58	964.026	903.713								1001.16	1490.84	1087.45		955.344	1789.46	733.242			
Q5TFE4	Q5TFE4	NT5D1_HUMAN	NT5DC1	5'-nucleotidase domain-containing protein 1	667.283	814.833		1936.54	753.95	2141.73			1405.24	1349.48	836.657	1290.86	1498.55	2079.32	1450.7	1206.3	2172.06	1038.6	807.137	734.462	1569.56	1256.62	1097.69				1203.61	1149.96	1395.04	1415.69	1422.39	1801.11	976.192	2375.59	965.328	1158.63	2251.87	1452.77	1748.7	
Q5VIR6	Q5VIR6	VPS53_HUMAN	VPS53	Vacuolar protein sorting-associated protein 53 homolog					1046.35	851.181			614.571	950.504				725.259	593.341	923.102		574.032		815.66		762.128		857.957				492.574		911.673			900.428							
Q5VTQ0	Q5VTQ0	TT39B_HUMAN	TTC39B	Tetratricopeptide repeat protein 39B			1593.06						3059.91	4430.6	1373.53	3959.15	1042.34	2453.25	2067.81	1436.47	1133.85	2002.13			1173.69		766.426				2694.62	1937.6			875.71	877.487			2290.89					
Q5VW32	Q5VW32	BROX_HUMAN	BROX	BRO1 domain-containing protein BROX	3211.94	4675.08		4904.76		3008.57			3788.1	3923.98	3032.11	4138.9	2734.82	3820.48	3115.21	3880.97	3164.58	2955.21	1531.13	1686.67	1891.37	2696.09	1919.16	1898.95			2898.21		2104.47	3008.06	3804.26	2235.78	3258.99	2553.13	3643.63	3403.72	4297.45	3266.81	2985.14	3892.09
Q5VYK3	Q5VYK3	ECM29_HUMAN	ECPAS	Proteasome adapter and scaffold protein ECM29	1074.43		1378.06		1311.46	1122.23			1395.71	1577.9	1871.48	1903.46	2369.01	1929.57	1513.7	1304.28	814.993	890.605			1901.41	2081.33	1544.44	1673.56			2016.53	1750.77	1629.04	1397.2	1354.42		1632.04	1932.83	1470.2	1524.46		1186.81		
Q5W0V3	Q5W0V3	FHI2A_HUMAN	FHIP2A	FHF complex subunit HOOK interacting protein 2A	436.756		751.793		1813.09	1094.63			1427.78	1227.14		1525.1	1141.14	1506.73				811.721			1852.88	2405.68	1369.19	1517.77			1717.41	1363.25				1053.07		1609.14		1554				
Q5XKP0	Q5XKP0	MIC13_HUMAN	MICOS13	MICOS complex subunit MIC13												657.973	1400.24	2782.12							725.411	745.899	805.475	687.295				910.094												
Q5ZPR3	Q5ZPR3	CD276_HUMAN	CD276	CD276 antigen	3407.81		4270.29		1308.74	1518.73			2043.72	1117.4	3523.51	2768.11	930.381		1291.89		2261.84	3215.74	3567.63	3408.66	1773.84		2818.9	1359.19			1746.77	1303.27	1701.94	2077.24	2594.43		2508.27	2496.14		1613.68	3003.63	2260.43	2800.58	4378.32
Q63HM2	Q63HM2	PCX4_HUMAN	PCNX4	Pecanex-like protein 4	1789.48		2237.23	2946.68		2996.64			11712.3	13950.7	12517.1	11263	5435.17	6282.14	10884.5	14314.7	17167.9	16361.4	7728.53	6826.77	11113.4	14111.9	6397.62	10087.6			11623	11607.9	3077.85	2082.72	11802.1	9965.26	13930.9	8714.27	16080.2	8557.13	4638.02	3317.31	14303.4	4556.39
Q63HN8	Q63HN8	RN213_HUMAN	RNF213	E3 ubiquitin-protein ligase RNF213					5043.96	1989.62			2087.79		1728.39	1467.85	2976.35	2331.52	1228.14			2224.23	2116.05		2945.18	1772.44	2862	1923.08				4430.2	3500	1543.59	2381.2	1739.69	4527.23	3276.94	3734.27	6466.41	1041.98			4152.82
Q63HR2	Q63HR2	TNS2_HUMAN	TNS2	Tensin-2	1827.6	1915.2	2030.22	2176.42	1753.24	2789.44	2484.79	2032.08	1339.39	1182.91			1520.99	1660.09							2290.02	2119.86	2321.27	2145.98	11091.5	11898.9	2881.56	3185.88	1849.75	2245.94		1146.28		2092.49	1511.3	2185.49		1047.64		
Q63HR2;Q68CZ2;Q9HBL0	Q68CZ2;Q9HBL0;Q63HR2	TENS1_HUMAN;TENS3_HUMAN;TNS2_HUMAN	TNS1;TNS2;TNS3	Tensin-2	23276.4	19149.6	22326.5	20900.4	42030.8	42612.6	32555.1	23480.6	18361.1	18109.5	14219.7	9241.91	16649.9	16127.6	10004.6	10598.1	6158.67	7113.25	7952.53	7078.81	35204.4	30171.4	29727.6	31040.7	18687.6	31033.4	62762.2	59057.8	26760.1	23867.7	19543.8	19941.8	25436.2	24569.1	25164.5	35726.1	7216.73	7851.73	7967.73	9412.37
Q63ZY3	Q63ZY3	KANK2_HUMAN	KANK2	KN motif and ankyrin repeat domain-containing protein 2	7048.87	5407.67	2542.32		8443.13	6327.76	7002.29	4636.46	3751.57	3378.88	2901.73	2543.7	1977.55	2729.29	5191.5	1037.25	1818.81	1373.93	6154.23		5232.6	3917.54	3289.54	2559.07	13836	17391.1	14543.1	9014.3	5814.57	5579.6	2668.8	1764.45	7638.71	5902.56	5211.08	6643.36	945.952	1056.69	2068.75	1368.71
Q641Q2;Q9Y4E1	Q641Q2;Q9Y4E1	WAC2A_HUMAN;WAC2C_HUMAN	WASHC2A;WASHC2C	WASH complex subunit 2A	1372.36	1318.36	1410.02	1135.18	1396.7	2833.98	1020.56		1750.03	1603.28	771.691			863.215	1532.3	2249.83	1301.47	1361.74	1174.93	1130.16	1513.91	1675.45	1583.28	942.253	5925.21		1543.82	1691.35	1238.2	1840.57		813.32	2883.6	3012.58	1438.04	2341.19	1711.47	2942.31	1062.02	
Q66K14	Q66K14	TBC9B_HUMAN	TBC1D9B	TBC1 domain family member 9B	1383.59					516.707			730.346	1612.47	1220.09	1593	584.431		1434.1	1035.29	1047.69			1102.84	870.631							1200.89			1121.12	1399.52							1282.07	
Q66K74	Q66K74	MAP1S_HUMAN	MAP1S	Microtubule-associated protein 1S	1375.57		2224.31	856.405	1067.19	1230.77			3239.96	2064.71	2402.75	970.834	2311.75	2633.37	2620.18	2400.68	1128.66	2957.52	2445.1		1496.59	1665.29	2043.78	2913.14			1784.35	2290.35		1540.7	1756.64	1605.99	2655.18	2442.28	2852.6	4085.62				
Q68CZ2	Q68CZ2	TENS3_HUMAN	TNS3	Tensin-3	4517.79	1778.57	6632.23	1552.7	6826.08	5252.76	950.05		3588.27	3483.46	3824.5	4159.76	1941.76	1834.05	2293.23	3894.23	712.053	650.462	1815.44	1854.09	5958.13	5981.83	3705.65	5274.17			7170.5	6849.78	1800.37	2831.71	4076.62	4549.65	3660.13	3133.71	4244.15	4654.08	1114.75	768.59	2274.45	744.231
Q68DU8	Q6ZWB6;Q68DU8	KCD16_HUMAN	KCTD16	BTB/POZ domain-containing protein KCTD16		675.724	3281.91		5017.52	2945.75			1794.77	2000.08	1585.9	2691.81		3030.11	2295.05	1965.67	1338.05	2191.15	1322.03	1846.87	2912.84	3084.2	2651.3	4026.22			2109.81	2454.75	1340.59		2593.8		1796.46		1311.38	1135.46	1331.38		2140.9	
Q68EM7	Q68EM7	RHG17_HUMAN	ARHGAP17	Rho GTPase-activating protein 17	914.449	932.081	509.544	1148.73	1475.15	1861.81			1737.17	790.462	793.255	543.55	1138.9	809.512	851.425	1015.67	871.988	745.854	884.75	860.129	1458.12	1392.7	1261.21	957.381	18638.9	24686.5	766.501	941.907	1298.73	1126.34	327.523		1035.05	1581.58	1422.9	1020.2				
Q69YQ0	Q69YQ0	CYTSA_HUMAN	SPECC1L	Cytospin-A			2014.12			5072.71			4475.17		8082.22		828.241	3358.39			2555.96		12913.7		5940.11	4780.2								7050.87	7496.46	7281.21	3150.34		6237.16					6690.99
Q6BCY4	Q6BCY4	NB5R2_HUMAN	CYB5R2	NADH-cytochrome b5 reductase 2	1091.78		768.253		2528.93	1015.6	939.675		2647.19		1478	492.474	740.178	721.401	541.274		312.286	776.561	484.993		2673.62	1585.39	1051.26	1464.31			4063.84	4236.73			927.816						1148.35		3681.98	
Q6DD88	Q6DD88	ATLA3_HUMAN	ATL3	Atlastin-3	11052.2	5788.12	10126.5	7920.53	11701.7	9776.16	8149.39	5604.94	14645.6	14128.2	8376.16	8476.91	8009.92	9801.75	10085.7	8157.48	10028	8911.99	5094.59	6070.83	7577.58	8475.17	13302.3	13128.6			14302.3	16550.2	9680.67	12697.5	9301.98	10969.9	16648.8	14303.4	11682.6	10867.5	4325.7	4998.57	3470.68	4635
Q6DKJ4	Q6DKJ4	NXN_HUMAN	NXN	Nucleoredoxin	1293.68				1839.37	1927.91		3174.88	935.106				1895.85	2540.33		824.81	1275.21	1149.2				882.955	1421.95	1412.7					1502.76			1361.65	1332.23	1193.01						
